ID,Study,ref,Pulish,Author,Country,condition,Climatetype,Year,Duration,La,LA,Long,MAP,MAT,Biome,ecosystem,Fertilizer,Treat,n,area1,pH1,TC1,TN1,C,N,P,K,pH,cpH,moisture,SOM,TOC,tTOC,TN,tTN,CN,NH4,NO3,AP,AK,Total,Totalsd,PP,PPsd,Ba,Basd,Fu,Fusd,Om,Omsd,H,Hsd,MI,MIsd,EI,EIsd,SI,SIsd,CI,CIsd,PPI,PPIsd,SP,SPsd,Total1,Totalsd1,PP1,PPsd1,Ba1,Basd1,Fu1,Fusd1,Om1,Omsd1,H1,Hsd1,MI1,MIsd1,EI1,EIsd1,SI1,SIsd1,CI1,CIsd1,PPI1,PPIsd1,SP1,SPsd1,RRTotal,RRPP,RRBa,RRFu,RROm,RRH,RRMI,RREI,RRSI,RRCI,RRPPI,RRSP
32,3,a32,2007,Okada,Japan,A,atemp,12,Long,37.7,37.7,140.383,375.47,14.3,cropland,A,IF,IFA,3,a,NA,NA,NA,NA,NA,NA,NA,5.72,-0.36,NA,31,17.98,2.204176334,2.2,2.2,8.17,NA,NA,0.252,3.976,1181,40.01072331,268.9,25.50240148,619.4,48.18907378,146.4,9.154936163,146.3,10.116359,2.8,0.068122024,2.41,0.069149774,35.8,2.218462099,60,3.926398217,41.4,3.180276603,41.4,0.85956587,NA,NA,502.1,17.01048618,76.1,7.21730291,235.5,18.32180639,102.4,6.403452617,88.1,6.091942775,3,0.072987883,2.76,0.079192272,28.2,1.747503665,71.6,4.685501873,67.8,5.208279074,67.8,1.407694831,NA,NA,0.855317513,1.262291298,0.967040354,0.357455889,0.507186775,-0.068992871,-0.135603932,0.238625915,-0.176750512,-0.493281314,-0.493281314,NA
32,4,a32,2007,Okada,Japan,A,atemp,12,Long,37.7,37.7,140.383,375.47,14.3,cropland,A,OF,OFA,3,a,NA,NA,NA,NA,NA,NA,NA,6.28,0.2,NA,36.7,21.29,5.510440835,2.5,2.5,8.52,NA,NA,0.223,4.121,815.7,27.63484081,201.7,19.1291721,343,26.68526365,122.6,7.6666337,148.4,10.2615699,3.3,0.080286671,2.54,0.072879844,53,3.284315398,69.5,4.548077935,27.9,2.143229884,27.9,0.579272652,NA,NA,502.1,17.01048618,76.1,7.21730291,235.5,18.32180639,102.4,6.403452617,88.1,6.091942775,3,0.072987883,2.76,0.079192272,28.2,1.747503665,71.6,4.685501873,67.8,5.208279074,67.8,1.407694831,NA,NA,0.485247337,0.97473318,0.376019534,0.180040311,0.521438798,0.09531018,-0.083066599,0.630969936,-0.029768321,-0.887935506,-0.887935506,NA
33,1,a33,2007,Qi Li,China,A,sub,4,bMiddle,32.583,32.583,119.7,948,15,cropland,A,IF,IFA,3,d,NA,18.4,1.5,NA,112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,NA,NA,NA,NA,618,20.93702541,170,60,250,50,180,45,18,4,2.3,0.11,2.52,0.43,41.76,9.27,72.65,10.86,NA,NA,NA,NA,NA,NA,470,15.92298049,100,40,200,80,150,50,20,5,2.14,0.06,2.85,0.01,6.67,6.67,73.12,4.27,NA,NA,NA,NA,NA,NA,0.273755763,0.530628251,0.223143551,0.182321557,-0.105360516,0.072103294,-0.123060093,1.834319084,-0.006448537,NA,NA,NA
33,2,a33,2007,Qi Li,China,A,sub,4,bMiddle,32.583,32.583,119.7,948,15,cropland,A,IF,IFA,3,d,NA,18.4,1.5,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,NA,NA,NA,NA,900,30.4908137,180,30,400,100,310,20,10,2,1.54,0.74,2.72,0.17,24.62,12.32,70.43,6.13,NA,NA,NA,NA,NA,NA,470,15.92298049,100,40,200,80,150,50,20,5,2.14,0.06,2.85,0.01,6.67,6.67,73.12,4.27,NA,NA,NA,NA,NA,NA,0.649662069,0.587786665,0.693147181,0.725937003,-0.693147181,-0.329023413,-0.046687114,1.305939261,-0.037482618,NA,NA,NA
34,1,a34,2007,Shabeg S. Briar,USA,N,sub,1,aShort,40.783,40.783,-81.916,247.07,11.07,cropland,A,OF,OFA,6,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,15.08,-0.05800464,NA,NA,NA,1.22,6.75,NA,NA,2790,168,1100,100,1200,10,350,28,140,30,NA,NA,NA,NA,66,5.5,54,3.9,18,5,NA,NA,48.5,4.172558093,2925,172,1720,115,800,10,180,34,225,13,NA,NA,NA,NA,71,4.5,61,7.6,12,3,NA,NA,40.6,4.571392594,-0.047252885,-0.447014111,0.405465108,0.664976304,-0.47445798,NA,NA,-0.073025135,-0.121889818,0.405465108,NA,0.177795731
35,1,a35,2007,L. Rahman,Australia,Au,sub,28,Long,-35.083,35.083,147.333,44.2,13.4,cropland,A,IF,IFA,3,a,4.5,NA,NA,NA,100,NA,NA,4.26,-0.52,NA,13.5,7.83,1.334106729,NA,NA,NA,NA,NA,NA,NA,338.8,3.53,15.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.8,3.45,34.9,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184212363,-0.792476889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1,a37,2008,Cheng Hu,China,A,atemp,11,Long,29.41,29.41,114.45,542.7,13.2,cropland,A,IF,IFA,3,d,NA,NA,NA,NA,265.5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,50,213.435,20.24211625,68.976,5.366305382,11.376,0.711383564,31.752,2.195588729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.98,2.71,310,10,217.403,20.61844027,64.356,5.006871218,5.425,0.339245415,22.847,1.579825387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.56,0.39,0.149531734,-0.018420437,0.069328448,0.740487974,0.329135898,NA,NA,NA,NA,NA,NA,0.610951222
37,3,a37,2008,Cheng Hu,China,A,atemp,11,Long,29.41,29.41,114.45,542.7,13.2,cropland,A,IF,IFA,3,d,NA,NA,NA,NA,265.5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,40,237.336,22.50888046,33.792,2.629004167,26.499,1.657080966,17.061,1.179734798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.98,2.71,280,20,175.615,16.65527793,82.656,6.430603944,24.472,1.530325121,14.252,0.985497939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.56,0.39,0.164303051,0.30118276,-0.894463329,0.07957739,0.179897909,NA,NA,NA,NA,NA,NA,0.610951222
41,1,a41,2009,Wenju Liang,China,A,atemp,22,Long,41.816,41.816,123.566,705.4,7.45,cropland,A,IF,IFA,4,d,6.7,9.55,0.862,NA,135,NA,NA,4.82,-1.56,NA,6.43,3.73,-1.415313225,4.42,3.558,0.84,NA,NA,NA,NA,550,38,205.15,19.45636914,185.4,14.4240463,120.45,7.532186208,39.05,2.700231162,NA,NA,NA,NA,74.08,1.32,42.72,10.74,15.75,1.15,NA,NA,NA,NA,500,40,158,14.98467621,130.5,10.15284813,160.5,10.03666157,51,3.526550301,NA,NA,NA,NA,47.08,1.66,73.52,2.01,61.8,3.59,NA,NA,NA,NA,0.09531018,0.261146386,0.351142426,-0.287059214,-0.266982756,NA,NA,0.453297308,-0.542890283,-1.367062999,NA,NA
42,3,a42,2009,Qi Li,China,A,atemp,5,bMiddle,32.583,32.583,119.7,407.29,17.62,cropland,A,IF,IFA,3,d,NA,18.4,1.5,NA,350,75,75,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,NA,NA,NA,NA,1010,34.21746871,330,31.29710854,360,28.0078569,150,9.380057544,170,11.75516767,2.73,0.05,2.62,0.06,32.72,1.97,66.52,2.53,NA,NA,2.33,0.07,NA,NA,930,31.50717415,320,30.34871132,320,24.8958728,160,10.00539471,130,8.989245865,2.78,0.05,2.79,0.05,27.47,6.07,67.04,3.65,NA,NA,2.2,0.06,NA,NA,0.082521024,0.030771659,0.117783036,-0.064538521,0.268263987,-0.018149319,-0.062867278,0.174892012,-0.007786802,NA,0.057410907,NA
45,1,a45,2010,C¨¦cile Villenave,France,E,tropical ,30,Long,12.266,12.266,-2.15,800,28.69,cropland,A,IF,IFA,6,d,NA,NA,NA,NA,60,NA,NA,5,0.5,NA,2.2,1.28,0,0.2,0.2,6.38,NA,NA,96.8,NA,236.7,8.019084002,130.9,12.41451972,41.3,3.213123583,44.5,2.782750405,20,1.382960902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.7,55.6,209.9,7.111135328,93.3,8.848546143,64,4.97917456,39.9,2.495095307,12.7,0.878180173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.7,77.9,0.12016229,0.338613565,-0.438020583,0.109112865,0.45413028,NA,NA,NA,NA,NA,NA,0.215072677
46,1,a46,2010,Amy M. Treonis,USA,N,atemp,1,aShort,39.1,39.1,-76.733,1324.6,12.24,cropland,A,OF,OFA,4,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.47,19.41,12.18097448,NA,NA,NA,NA,NA,NA,NA,7800,264.2537187,156,14.79499677,3510,273.0766047,3978,248.7591261,78,5.393547519,NA,NA,NA,NA,72.3,1.3,15.9,3.3,29.6,2.4,NA,NA,0.745,0.725,3600,121.9632548,72,6.828460046,1872,145.6408559,1584,99.05340767,72,4.978659248,NA,NA,NA,NA,73.3,2.1,18.9,4.2,26.1,4.28,NA,NA,0.506,0.064,0.773189888,0.773189888,0.628608659,0.920825887,0.080042708,NA,NA,-0.01373648,-0.172842813,0.125839047,NA,0.386847549
46,2,a46,2010,Amy M. Treonis,USA,N,atemp,1,aShort,39.1,39.1,-76.733,1324.6,12.24,cropland,A,OF,OFA,4,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.14,20.96,12.45359629,NA,NA,NA,NA,NA,NA,NA,11000,372.6655007,55,5.216184757,6050,470.6875951,4730,295.7844812,110,7.606284963,NA,NA,NA,NA,78.4,1.8,21.3,3.5,21.6,2.6,NA,NA,0.834,0.39,4500,152.4540685,90,8.535575058,3060,238.0667836,1305,81.60650064,90,6.22332406,NA,NA,NA,NA,79.5,1.3,32.7,8.7,14.9,1.6,NA,NA,0.414,0.031,0.893817876,-0.492476485,0.681643356,1.287722162,0.200670695,NA,NA,-0.013933094,-0.428668005,0.371332102,NA,0.700367429
47,1,a47,2010,C. HU,China,A,atemp,1,aShort,36.866,36.866,115.016,157.86,13.99,cropland,A,OF,OFA,3,a,NA,NA,NA,NA,NA,NA,NA,7.18,-0.02,NA,19.31,11.2,0.046403712,1.13,1.13,9.91,NA,NA,34.85,173.79,457.42,15.49678667,193.65,18.36571233,234.09,18.21210895,23.85,1.49142915,5.83,0.403133103,2.24,0.054497619,1.47,0.042178493,85.99,5.328646813,18.67,1.221764245,3.88,0.298054909,2.9,0.060211136,NA,NA,552.82,18.72881292,276.59,26.23171895,251.9,19.59771987,21.79,1.362609693,2.54,0.175636035,2.26,0.054984205,1.53,0.043900064,80.07,4.96179498,7.94,0.519593364,4.29,0.329550402,2.91,0.06041876,NA,NA,-0.189430445,-0.356483859,-0.073326527,0.090333068,0.830852919,-0.008888947,-0.040005335,0.071329758,0.855004682,-0.100451579,-0.003442344,NA
47,3,a47,2010,C. HU,China,A,atemp,1,aShort,36.866,36.866,115.016,157.86,13.99,cropland,A,OF,OFA,3,a,NA,NA,NA,NA,NA,NA,NA,7.16,-0.01,NA,22.43,13.01,0.046403712,1.46,1.46,8.91,NA,NA,59.99,256.02,450.17,15.25116622,149.62,14.18991933,269.79,20.98955476,13.78,0.86171462,16.98,1.174133806,2.13,0.051821397,1.58,0.045334706,86.89,5.384418206,46.42,3.037723421,2.07,0.15901383,3.06,0.06353313,NA,NA,371.77,12.59507756,183.34,17.38791479,145.87,11.34862802,25.96,1.623375292,16.6,1.147857549,2.19,0.053281154,1.6,0.045908563,90.4,5.601926641,58.41,3.822348665,5.14,0.394845936,2.75,0.057096767,NA,NA,0.191349906,-0.203243606,0.614928064,-0.633338626,0.022633486,-0.027779564,-0.012578782,-0.039601317,-0.229756707,-0.909504472,0.106814004,NA
48,1,a48,2010,Cheng Hu,China,A,atemp,13,Long,36.866,36.866,115.016,542.7,13.2,cropland,A,IF,IFA,3,d,NA,NA,NA,NA,NA,265.5,90,7.44,-0.08,NA,13.24,7.68,0.614849188,0.81,0.81,9.48,NA,NA,20.12,94.23,510,17.27812776,160,15.17435566,290,22.56188472,22,1.375741773,38,2.627625714,2.48,0.06033665,1.85,0.053081776,NA,NA,NA,NA,NA,NA,2.8,0.05813489,NA,NA,425,14.3984398,95,9.009773672,280,21.7838887,5,0.312668585,45,3.11166203,2.37,0.057660427,1.7,0.048777849,NA,NA,NA,NA,NA,NA,3.1,0.064363628,NA,NA,0.182321557,0.521296924,0.03509132,1.481604541,-0.16907633,0.045368605,0.084557388,NA,NA,NA,-0.101782694,NA
49,2,a49,2010,Qi Li,China,A,atemp,22,Long,41.516,41.516,123.4,705,7.6,cropland,A,IF,IFA,3,d,NA,18.4,1.5,NA,300,NA,NA,6.35,-0.42,NA,13.91,8.07,1.119489559,1.71,0.21,4.72,NA,NA,NA,NA,289,9.790939065,101.73,9.648045007,65.6,5.103653924,103.46,6.469738357,17.92,1.239132968,NA,NA,2.29,0.1,45,2.788569678,5,0.327199851,91.46,4.46,2.99,0.01,512.72,11.12,171,5.793254603,64.13,6.082071427,61.56,4.789343529,30.78,1.924787808,14.54,1.005412576,NA,NA,2.35,0.05,45,2.788569678,52,3.402878455,26.58,1.62,2.8,0.06,525.75,11.08,0.524763132,0.461409972,0.063563387,1.212319936,0.209013935,NA,-0.025863511,0,-2.341805806,1.235742665,0.06565397,-0.025095927
49,3,a49,2010,Qi Li,China,A,atemp,22,Long,41.516,41.516,123.4,705,7.6,cropland,A,IF,IFA,3,d,NA,18.4,1.5,NA,600,NA,NA,6.13,-0.64,NA,12.85,7.45,0.504640371,1.84,0.34,4.05,NA,NA,NA,NA,447,15.1437708,163.6,15.51577866,133.21,10.36368505,149.75,9.364424115,0.45,0.03111662,NA,NA,2,0,75,4.647616129,45,2.944798663,96.67,3.33,2.87,0.13,489.96,11.32,171,5.793254603,64.13,6.082071427,61.56,4.789343529,30.78,1.924787808,14.54,1.005412576,NA,NA,2.35,0.05,45,2.788569678,52,3.402878455,26.58,1.62,2.8,0.06,525.75,11.08,0.960895038,0.936512151,0.771914521,1.582102109,-3.475411168,NA,-0.161268148,0.510825624,-0.144581229,1.291144063,0.024692613,-0.070502059
50,1,a50,2010,Fengjuan Pan, China,A,atemp,20,Long,47.433,47.433,126.633,550,20,cropland,A,IF,IFA,4,d,6.1,23.8,1.8,NA,150,32.8,NA,5.9,-0.4,35.1,27.8,16.13,1.276102088,1.97,0.17,8.19,NA,NA,832,NA,941,80,598,60,193,80,121,65,28.6,4,1.94,0.3,0.73,0.1,NA,NA,NA,NA,NA,NA,1.7,0.03,NA,NA,1089,50,746,100,237,50,62.2,30,43.3,15,1.62,0.23,0.72,0.1,NA,NA,NA,NA,NA,NA,2,0.12,NA,NA,-0.146071983,-0.221134846,-0.205369952,0.665435546,-0.414745917,0.180261824,0.013793322,NA,NA,NA,-0.162518929,NA
51,1,a51,2011,Perrine Tabarant,France,A,tropical ,1,aShort,16,16,61,47.35,23.8,cropland,A,OF,OFA,9,d,5.45,18,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,NA,NA,NA,NA,NA,5308,179.8280435,2181.588,206.9012013,2786.7,216.8041523,313.172,19.58380921,26.54,1.835189117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.946353382,2605,88.25396631,2266.35,214.9400059,302.18,23.50948388,31.26,1.954803992,5.21,0.360261315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.788171137,0.711782441,-0.038117556,2.221590513,2.304413235,1.628073173,NA,NA,NA,NA,NA,NA,0.451985124
51,2,a51,2011,Perrine Tabarant,France,A,tropical ,1,aShort,16,16,61,47.35,23.8,cropland,A,OF,OFA,9,d,5.45,18,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,NA,NA,NA,NA,NA,5288,179.1504698,2231.536,211.6382558,2955.992,229.9750026,42.304,2.645426362,58.168,4.022203488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.946353382,2605,88.25396631,2266.35,214.9400059,302.18,23.50948388,31.26,1.954803992,5.21,0.360261315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.788171137,0.708007427,-0.01548047,2.280566709,0.302542319,2.41275552,NA,NA,NA,NA,NA,NA,0.451985124
51,3,a51,2011,Perrine Tabarant,France,A,tropical ,1,aShort,16,16,61,47.35,23.8,cropland,A,OF,OFA,9,d,5.45,18,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,NA,NA,NA,NA,NA,2354,79.75041716,1431.232,135.7376462,868.626,67.57875751,44.726,2.796883025,9.416,0.651097993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1.548578261,2605,88.25396631,2266.35,214.9400059,302.18,23.50948388,31.26,1.954803992,5.21,0.360261315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.788171137,-0.101316666,-0.459634996,1.055889787,0.358215663,0.591830514,NA,NA,NA,NA,NA,NA,0.944461609
51,4,a51,2011,Perrine Tabarant,France,A,tropical ,1,aShort,16,16,61,47.35,23.8,cropland,A,OF,OFA,9,d,5.45,18,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,NA,NA,NA,NA,NA,4146,140.4610151,1625.232,154.1365525,2487.6,193.5342912,29.022,1.814853534,4.146,0.286687795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1.290481884,2605,88.25396631,2266.35,214.9400059,302.18,23.50948388,31.26,1.954803992,5.21,0.360261315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.788171137,0.464711339,-0.332520033,2.108050803,-0.074285162,-0.228435842,NA,NA,NA,NA,NA,NA,0.762140052
52,1,a52,2011,Shabeg S. Briar,USA,N,sub,4,bMiddle,48.5,48.5,-123.02,972,9.49,cropland,A,IF,IFA,3,a,NA,NA,NA,NA,160,44,NA,NA,NA,NA,9.4,5.45,-5.220417633,1.1,1.1,4.96,NA,NA,NA,NA,1755,59.45708671,283.26,26.8642999,329.94,25.66920085,1088.28,68.0541935,53.53,3.701494855,NA,NA,NA,NA,46.73,2.89577469,16.57,1.084340308,88.87,6.826840137,NA,NA,NA,NA,1454,49.25960346,597.28,56.64586967,280.4,21.81500854,538.99,33.70504811,36.92,2.552945826,NA,NA,NA,NA,43.5,2.695617355,39.43,2.580298029,80.57,6.189248451,NA,NA,NA,NA,0.188150478,-0.746020811,0.162693665,0.702656729,0.371488835,NA,NA,0.071625419,-0.866933116,0.098048256,NA,NA
52,2,a52,2011,Shabeg S. Briar,USA,N,sub,4,bMiddle,48.5,48.5,-123.02,972,9.49,cropland,A,OF,OFA,3,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,8.24,-2.436194896,1.7,1.7,4.85,NA,NA,NA,NA,2326,78.80181407,108.41,10.28157436,555.06,43.18344736,1617.01,101.1176457,45.83,3.169054908,NA,NA,NA,NA,49.1,3.042639359,11.08,0.725074871,83.1,6.383598688,NA,NA,NA,NA,1454,49.25960346,597.28,56.64586967,280.4,21.81500854,538.99,33.70504811,36.92,2.552945826,NA,NA,NA,NA,43.5,2.695617355,39.43,2.580298029,80.57,6.189248451,NA,NA,NA,NA,0.469831675,-1.706465679,0.682859061,1.098637026,0.216185489,NA,NA,0.121098097,-1.269385267,0.03091833,NA,NA
53,1,a53,2011,Cheng Hu,China,N,atemp,4,bMiddle,36.866,36.866,115.016,219.71,13.69,cropland,A,IF,IFA,3,a,NA,NA,NA,NA,NA,265.5,90,NA,NA,7.44,13.24032,7.68,NA,0.81,0.81,9.48,NA,NA,20.12,94.23,373,12.63674834,226,21.43377737,120,9.335952299,19,1.188140622,8,0.553184361,2.21,0.07,1.69,0.16,NA,NA,NA,NA,NA,NA,2.9,0.31,206,24,180,6.09816274,82,7.776857275,70,5.445972174,10,0.62533717,18,1.244664812,2.32,0.08,1.91,0.1,NA,NA,NA,NA,NA,NA,2.8,0.21,184,9,0.728621569,1.013815752,0.538996501,0.641853886,-0.810930216,-0.04857467,-0.122374713,NA,NA,NA,0.03509132,0.112940411
53,1,a53,2011,Cheng Hu,China,N,atemp,4,bMiddle,36.866,36.866,115.016,219.71,13.69,cropland,A,IF,IFA,3,a,NA,NA,NA,NA,NA,265.5,90,NA,NA,7.41,13.7058,7.95,0.49,0.83,0.83,9.58,NA,NA,23.63,72.84,165,5.589982511,90,8.535575058,60,4.66797615,10,0.62533717,5,0.345740226,2.2,0.08,1.49,0.09,NA,NA,NA,NA,NA,NA,2.98,0.03,200,12,211,7.148401878,120,11.38076674,80,6.223968199,4,0.250134868,7,0.484036316,2.24,0.08,1.47,0.06,NA,NA,NA,NA,NA,NA,3.1,0.08,193,14,-0.24591266,-0.287682072,-0.287682072,0.916290732,-0.336472237,-0.018018506,0.013513719,NA,NA,NA,-0.039478811,0.035627178
57,1,a57,2012,Maria B. Postma-Blaauw,The Netherlands,E,atemp,3,bMiddle,51.983,51.983,5.666,839.1,8.21,cropland,A,IF,IFA,3,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,12.36571889,155,14.70015704,161,12.525736,45,2.814017263,4,0.27659218,2.68,0.065202508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,15.92298049,134,12.70852286,264,20.53909506,59,3.689489301,13,0.898924587,3.03,0.073717761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.252835341,0.145585317,-0.494544738,-0.270874954,-1.178654996,-0.122745825,NA,NA,NA,NA,NA,NA
57,2,a57,2012,Maria B. Postma-Blaauw,The Netherlands,E,atemp,3,bMiddle,51.983,51.983,5.666,839.1,8.21,grassland,S,IF,IFS,3,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,6.741857695,51,4.836825866,119,9.258152697,28,1.750944075,1,0.069148045,2.41,0.058633599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,20.05617968,151,14.32079815,321,24.9736724,106,6.628573998,14,0.968072632,2.81,0.068365317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09020181,-1.085454204,-0.99231763,-1.331234584,-2.63905733,-0.153557736,NA,NA,NA,NA,NA,NA
58,1,a58,2012,Ajay  Nair,USA,N,atemp,4,bMiddle,44.25,44.25,-85.5,957.3,9.85,cropland,A,OF,OFA,4,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,5.962648012,69,6.543940877,83,6.457367007,18,1.125606905,6,0.414888271,2.75,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,12,126,4.268713918,78,7.397498383,18,1.400392845,23,1.43827549,7,0.484036316,2.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,19,0.334202088,-0.122602322,1.52846885,-0.245122458,-0.15415068,0.056089467,NA,NA,NA,NA,NA,0.179340929
58,2,a58,2012,Ajay  Nair,USA,N,atemp,4,bMiddle,44.25,44.25,-85.5,957.3,9.85,cropland,A,OF,OFA,4,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,21.512963,67,6.354261432,456,35.47661874,105,6.566040281,7,0.484036316,2.45,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,32,381,12.9077778,67,6.354261432,211,16.41571613,97,6.065770545,6,0.414888271,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,23,0.510825624,0,0.770634676,0.079249372,0.15415068,0.202940844,NA,NA,NA,NA,NA,0.048790164
58,3,a58,2012,Ajay  Nair,USA,N,atemp,4,bMiddle,44.25,44.25,-85.5,957.3,9.85,cropland,A,OF,OFA,4,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,8.063126289,140,13.2775612,45,3.500982112,28,1.750944075,25,1.728701128,2.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,37,260,8.80845729,160,15.17435566,35,2.722986087,47,2.939084697,18,1.244664812,2.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,37,-0.088410957,-0.133531393,0.251314428,-0.517943092,0.328504067,0.036367644,NA,NA,NA,NA,NA,0.185717146
58,4,a58,2012,Ajay  Nair,USA,N,atemp,4,bMiddle,44.25,44.25,-85.5,957.3,9.85,cropland,A,OF,OFA,4,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,10.33299798,222,21.05441848,40,3.1119841,30,1.876011509,13,0.898924587,2.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,35,346,11.72202393,255,24.18412933,28,2.17838887,30,1.876011509,33,2.281885489,2.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,30,-0.126126998,-0.138586163,0.356674944,0,-0.931558204,0.15415068,NA,NA,NA,NA,NA,0.214409871
58,5,a58,2012,Ajay  Nair,USA,N,atemp,4,bMiddle,44.25,44.25,-85.5,957.3,9.85,cropland,A,OF,OFA,4,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,10.53627007,170,16.12275289,78,6.068368994,58,3.626955584,5,0.345740226,2.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,30,289,9.790939065,78,7.397498383,138,10.73634514,65,4.064691603,8,0.553184361,2.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,58,0.073366224,0.77908961,-0.570544858,-0.113944259,-0.470003629,0.036367644,NA,NA,NA,NA,NA,0.254374874
58,6,a58,2012,Ajay  Nair,USA,N,atemp,4,bMiddle,44.25,44.25,-85.5,957.3,9.85,cropland,A,OF,OFA,4,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,19.58187813,225,21.33893764,273,21.23929148,70,4.377360187,10,0.691480451,2.95,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,41,258,8.740699927,43,4.078108083,172,13.38153163,30,1.876011509,13,0.898924587,2.85,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,38,0.806614284,1.654900287,0.461977318,0.84729786,-0.262364264,0.034486176,NA,NA,NA,NA,NA,0.218689201
